,YEAR,START_DATE,offensegroup,OFFENSE,offense-text,offensekey,START_TIME
43542,2022,2022-12-09,property,theft f/auto,theft f/auto,property|theft f/auto,00:00:00
43543,2022,2022-12-17,property,theft/other,theft/other,property|theft/other,21:00:00
43544,2022,2022-12-11,property,theft/other,theft/other,property|theft/other,18:20:00
43545,2022,2022-12-19,property,theft/other,theft/other,property|theft/other,15:00:00
43546,2022,2022-12-11,property,theft/other,theft/other,property|theft/other,11:13:00
43547,2022,2022-12-19,property,theft/other,theft/other,property|theft/other,12:15:00
43548,2022,2022-12-20,property,theft/other,theft/other,property|theft/other,15:51:00
43549,2022,2022-12-25,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
43550,2022,2022-11-30,property,theft/other,theft/other,property|theft/other,14:05:00
43551,2023,2023-01-06,property,theft/other,theft/other,property|theft/other,11:10:00
43552,2023,2022-12-30,property,theft/other,theft/other,property|theft/other,11:53:00
43553,2023,2023-01-11,property,burglary,burglary,property|burglary,11:59:00
43554,2023,2023-01-11,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,11:23:00
43555,2023,2022-12-29,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
43556,2022,2022-12-19,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
43557,2022,2022-12-25,property,theft/other,theft/other,property|theft/other,02:30:00
43558,2022,2022-12-24,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,21:00:00
43559,2022,2022-12-25,property,theft f/auto,theft f/auto,property|theft f/auto,00:01:00
43560,2022,2022-12-23,property,theft f/auto,theft f/auto,property|theft f/auto,00:01:00
43561,2022,2022-02-22,property,theft/other,theft/other,property|theft/other,11:30:00
43562,2022,2022-10-25,violent,robbery,robbery,violent|robbery,02:30:00
43563,2022,2022-10-30,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,12:47:00
43564,2022,2022-11-06,violent,robbery,robbery,violent|robbery,03:47:00
43565,2022,2022-11-23,violent,robbery,robbery,violent|robbery,04:29:00
43567,2022,2022-04-22,property,theft/other,theft/other,property|theft/other,22:00:00
43568,2022,2022-07-13,property,theft f/auto,theft f/auto,property|theft f/auto,14:05:00
43569,2022,2022-07-09,property,theft/other,theft/other,property|theft/other,12:00:00
43570,2022,2022-07-07,property,theft/other,theft/other,property|theft/other,12:55:00
43571,2022,2022-10-25,property,theft/other,theft/other,property|theft/other,03:37:00
43572,2022,2022-10-15,property,theft/other,theft/other,property|theft/other,11:38:00
43573,2022,2022-10-22,property,theft f/auto,theft f/auto,property|theft f/auto,21:30:00
43574,2022,2022-10-24,property,theft f/auto,theft f/auto,property|theft f/auto,15:30:00
43575,2022,2022-10-11,property,theft/other,theft/other,property|theft/other,16:19:00
43576,2022,2022-10-24,property,theft/other,theft/other,property|theft/other,22:30:00
43577,2022,2022-10-22,property,theft/other,theft/other,property|theft/other,12:00:00
43578,2022,2022-10-30,property,theft/other,theft/other,property|theft/other,14:24:00
43579,2022,2022-11-05,property,theft/other,theft/other,property|theft/other,23:33:00
43580,2022,2022-11-11,property,theft f/auto,theft f/auto,property|theft f/auto,09:13:00
43581,2022,2022-11-11,property,theft f/auto,theft f/auto,property|theft f/auto,02:34:00
43582,2022,2022-11-10,property,theft/other,theft/other,property|theft/other,19:05:00
43583,2022,2022-11-11,property,theft/other,theft/other,property|theft/other,11:40:00
43584,2022,2022-11-11,property,theft/other,theft/other,property|theft/other,11:09:00
43585,2022,2022-11-22,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,18:20:00
43586,2022,2022-11-22,property,theft/other,theft/other,property|theft/other,13:00:00
43587,2022,2022-10-15,property,theft/other,theft/other,property|theft/other,00:00:00
43588,2022,2022-11-22,property,theft/other,theft/other,property|theft/other,19:20:00
43589,2022,2022-11-22,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,20:20:00
43590,2022,2022-11-22,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,10:00:00
43591,2022,2022-11-28,property,theft/other,theft/other,property|theft/other,15:36:00
43592,2022,2022-12-02,property,theft f/auto,theft f/auto,property|theft f/auto,16:00:00
43593,2022,2022-12-02,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
43594,2022,2022-12-04,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,19:49:00
43595,2022,2022-12-21,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,16:24:00
43596,2023,2023-01-07,violent,robbery,robbery,violent|robbery,14:25:00
43597,2022,2022-12-10,property,theft/other,theft/other,property|theft/other,09:44:00
43598,2022,2022-12-10,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:18:00
43599,2022,2022-12-10,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,14:06:00
43600,2022,2022-12-21,property,theft/other,theft/other,property|theft/other,14:50:00
43601,2022,2022-12-21,property,theft f/auto,theft f/auto,property|theft f/auto,16:55:00
43602,2022,2022-12-01,property,theft f/auto,theft f/auto,property|theft f/auto,00:00:00
43603,2022,2022-12-21,property,theft/other,theft/other,property|theft/other,17:10:00
43604,2022,2022-12-21,property,theft/other,theft/other,property|theft/other,18:59:00
43605,2022,2022-02-10,property,theft/other,theft/other,property|theft/other,10:00:00
43606,2022,2022-02-11,property,theft/other,theft/other,property|theft/other,12:50:00
43607,2022,2022-02-10,property,theft f/auto,theft f/auto,property|theft f/auto,06:00:00
43608,2022,2022-02-12,property,theft/other,theft/other,property|theft/other,16:00:00
43609,2022,2022-02-08,property,theft/other,theft/other,property|theft/other,11:30:00
43611,2022,2022-10-24,property,theft/other,theft/other,property|theft/other,07:00:00
43612,2022,2022-10-23,property,theft/other,theft/other,property|theft/other,13:30:00
43613,2023,2023-01-13,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,15:52:00
43614,2023,2023-01-09,violent,robbery,robbery,violent|robbery,16:30:00
43615,2023,2023-01-07,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:56:00
43616,2023,2023-01-07,property,theft f/auto,theft f/auto,property|theft f/auto,16:30:00
43617,2023,2023-01-12,property,theft/other,theft/other,property|theft/other,20:59:00
43618,2023,2023-01-12,property,theft f/auto,theft f/auto,property|theft f/auto,22:30:00
43619,2023,2023-01-13,property,theft/other,theft/other,property|theft/other,16:40:00
43620,2023,2023-01-14,property,theft/other,theft/other,property|theft/other,07:25:00
43621,2023,2023-01-14,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,09:57:00
43622,2023,2023-01-14,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,10:54:00
43623,2023,2023-01-09,property,theft f/auto,theft f/auto,property|theft f/auto,15:53:00
43624,2023,2023-01-09,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,11:40:00
43625,2023,2023-01-05,property,theft/other,theft/other,property|theft/other,09:18:00
43626,2023,2023-01-09,property,theft/other,theft/other,property|theft/other,15:25:00
43627,2023,2023-01-09,property,theft/other,theft/other,property|theft/other,16:13:00
43628,2023,2023-01-09,property,theft/other,theft/other,property|theft/other,17:12:00
43629,2022,2022-12-08,property,theft/other,theft/other,property|theft/other,12:15:00
43630,2022,2022-12-06,property,theft/other,theft/other,property|theft/other,10:24:00
43631,2023,2023-01-02,property,theft f/auto,theft f/auto,property|theft f/auto,14:00:00
43632,2023,2023-01-05,property,theft f/auto,theft f/auto,property|theft f/auto,00:49:00
43633,2023,2023-01-05,violent,robbery,robbery,violent|robbery,02:40:00
43634,2023,2023-01-16,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,22:30:00
43635,2023,2023-01-05,property,theft/other,theft/other,property|theft/other,04:45:00
43636,2023,2023-01-04,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,20:02:00
43637,2023,2023-01-05,property,theft/other,theft/other,property|theft/other,16:27:00
43638,2023,2023-01-05,property,theft/other,theft/other,property|theft/other,16:33:00
43639,2023,2023-01-04,property,theft/other,theft/other,property|theft/other,04:53:00
43640,2023,2023-01-04,property,theft/other,theft/other,property|theft/other,18:30:00
43641,2023,2023-01-05,property,theft f/auto,theft f/auto,property|theft f/auto,16:35:00
43642,2023,2023-01-05,property,theft/other,theft/other,property|theft/other,00:00:00
43643,2023,2023-01-10,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:45:00
43644,2023,2023-01-09,property,theft/other,theft/other,property|theft/other,14:00:00
43645,2023,2023-01-07,property,theft f/auto,theft f/auto,property|theft f/auto,20:30:00
43646,2023,2023-01-16,property,theft/other,theft/other,property|theft/other,13:00:00
43647,2023,2023-01-17,property,theft f/auto,theft f/auto,property|theft f/auto,00:48:00
43648,2023,2023-01-17,property,theft f/auto,theft f/auto,property|theft f/auto,02:03:00
43649,2022,2022-12-30,property,theft f/auto,theft f/auto,property|theft f/auto,22:28:00
43650,2022,2022-11-03,property,theft/other,theft/other,property|theft/other,11:41:00
43651,2022,2022-12-31,property,theft/other,theft/other,property|theft/other,03:01:00
43652,2022,2022-12-30,property,theft f/auto,theft f/auto,property|theft f/auto,11:00:00
43653,2022,2022-04-08,property,theft/other,theft/other,property|theft/other,01:00:00
43654,2022,2022-04-10,property,theft f/auto,theft f/auto,property|theft f/auto,00:00:00
43655,2022,2022-04-10,property,theft/other,theft/other,property|theft/other,12:20:00
43656,2022,2022-03-24,property,theft f/auto,theft f/auto,property|theft f/auto,17:00:00
43657,2022,2022-07-04,property,theft/other,theft/other,property|theft/other,17:30:00
43658,2022,2022-07-14,property,theft/other,theft/other,property|theft/other,22:00:00
43659,2022,2022-07-13,property,theft/other,theft/other,property|theft/other,17:10:00
43660,2022,2022-06-25,property,theft f/auto,theft f/auto,property|theft f/auto,17:00:00
43661,2022,2022-08-29,property,theft/other,theft/other,property|theft/other,11:00:00
43662,2022,2022-11-28,violent,sex abuse,sex abuse,violent|sex abuse,15:00:00
43663,2022,2022-09-22,property,theft/other,theft/other,property|theft/other,16:25:00
43664,2022,2022-09-22,property,theft/other,theft/other,property|theft/other,09:10:00
43665,2022,2022-09-26,property,theft f/auto,theft f/auto,property|theft f/auto,15:20:00
43666,2022,2022-09-23,property,theft/other,theft/other,property|theft/other,13:15:00
43667,2022,2022-10-28,property,theft/other,theft/other,property|theft/other,18:30:00
43668,2022,2022-10-30,property,theft f/auto,theft f/auto,property|theft f/auto,15:53:00
43669,2022,2022-10-28,property,theft f/auto,theft f/auto,property|theft f/auto,11:25:00
43670,2022,2022-10-30,property,theft f/auto,theft f/auto,property|theft f/auto,00:30:00
43671,2022,2022-10-30,property,theft f/auto,theft f/auto,property|theft f/auto,00:01:00
43672,2022,2022-11-05,property,theft/other,theft/other,property|theft/other,16:30:00
43673,2022,2022-11-16,property,theft/other,theft/other,property|theft/other,22:21:00
43674,2022,2022-11-12,property,theft f/auto,theft f/auto,property|theft f/auto,03:00:00
43675,2022,2022-11-17,property,theft/other,theft/other,property|theft/other,03:58:00
43676,2022,2022-11-16,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
43677,2022,2022-11-17,property,theft f/auto,theft f/auto,property|theft f/auto,07:38:00
43678,2022,2022-11-28,property,theft f/auto,theft f/auto,property|theft f/auto,09:00:00
43679,2022,2022-11-28,property,theft/other,theft/other,property|theft/other,19:15:00
43680,2022,2022-12-04,property,theft f/auto,theft f/auto,property|theft f/auto,11:25:00
43681,2022,2022-12-04,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,11:13:00
43682,2022,2022-12-04,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,03:28:00
43683,2022,2022-11-27,property,theft/other,theft/other,property|theft/other,13:10:00
43684,2022,2022-12-08,property,theft/other,theft/other,property|theft/other,22:00:00
43685,2022,2022-10-21,property,theft/other,theft/other,property|theft/other,16:00:00
43686,2022,2022-12-15,property,theft/other,theft/other,property|theft/other,15:00:00
43687,2022,2022-12-16,property,theft/other,theft/other,property|theft/other,00:00:00
43688,2022,2022-12-15,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,09:00:00
43689,2022,2022-12-15,property,theft f/auto,theft f/auto,property|theft f/auto,20:15:00
43690,2022,2022-12-15,property,theft/other,theft/other,property|theft/other,22:00:00
43691,2022,2022-10-27,violent,robbery,robbery,violent|robbery,14:55:00
43692,2022,2022-10-27,violent,robbery,robbery,violent|robbery,16:40:00
43693,2023,2023-01-16,violent,sex abuse,sex abuse,violent|sex abuse,00:00:00
43694,2023,2023-01-13,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,17:06:00
43697,2022,2022-04-25,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
43698,2022,2022-05-27,property,theft/other,theft/other,property|theft/other,11:35:00
43699,2022,2022-05-30,property,theft/other,theft/other,property|theft/other,15:00:00
43700,2022,2022-05-30,property,theft/other,theft/other,property|theft/other,12:00:00
43701,2022,2022-08-15,property,theft f/auto,theft f/auto,property|theft f/auto,22:55:00
43702,2022,2022-08-15,property,theft/other,theft/other,property|theft/other,22:00:00
43703,2022,2022-10-14,property,theft/other,theft/other,property|theft/other,15:00:00
43704,2022,2022-10-27,property,theft f/auto,theft f/auto,property|theft f/auto,13:10:00
43705,2022,2022-10-24,property,theft/other,theft/other,property|theft/other,23:50:00
43706,2022,2022-10-27,property,theft/other,theft/other,property|theft/other,15:26:00
43707,2022,2022-10-27,property,theft f/auto,theft f/auto,property|theft f/auto,15:32:00
43708,2022,2022-10-27,property,theft/other,theft/other,property|theft/other,12:00:00
43709,2022,2022-11-01,property,theft f/auto,theft f/auto,property|theft f/auto,17:00:00
43710,2023,2023-01-12,property,theft/other,theft/other,property|theft/other,23:36:00
43711,2023,2023-01-12,property,theft/other,theft/other,property|theft/other,13:30:00
43712,2023,2023-01-13,property,theft/other,theft/other,property|theft/other,06:11:00
43713,2023,2023-01-18,property,theft f/auto,theft f/auto,property|theft f/auto,08:30:00
43714,2023,2023-01-15,property,theft/other,theft/other,property|theft/other,16:00:00
43715,2023,2023-01-18,property,burglary,burglary,property|burglary,02:21:00
43716,2023,2023-01-17,property,theft f/auto,theft f/auto,property|theft f/auto,08:00:00
43717,2023,2023-01-18,violent,robbery,robbery,violent|robbery,20:18:00
43718,2023,2023-01-19,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,15:41:00
